購買會員代號,帳號,性別,年齡,星座,聯絡地區,訂閱電子報,交易次數,訂單時間,首購季節,服務名稱,首購服務,交易金額,供應商,回購,回購天數,回購日期,回購服務名稱,回購服務,回購金額,回購供應商,年齡組距,首購年份,回購預測
20022600003,FB,未提供,0,未提供,台北市,0,1,2020/2/26,冬,【棉被送洗】不限尺寸單件到府收送 (再升級洗黃斑+真空壓縮),送洗類,600,亮麗專,0,,,,,,,未提供,2020,1
20022600009,email,未提供,37,天蠍座,台北市,0,2,2020/2/26,冬,洗衣機清洗+醫療級消毒+紫外線殺菌(滾筒/直立),洗衣機清潔,1599,快速潔,1,9.0,2020/3/5,【水電服務】衛浴設備安裝(可代工安裝),水電服務,3800.0,合邦商網股份有限公司,"(36.0, 42.0]",2020,1
20022600014,FB,未提供,0,未提供,高雄市,0,1,2020/2/26,冬,床墊精油清洗除污漬,床墊清洗,2600,家家淨,0,,,,,,,未提供,2020,0
20022600016,FB,未提供,0,未提供,台中市,0,1,2020/2/26,冬,洗衣機清洗+醫療級消毒+紫外線殺菌(滾筒/直立),洗衣機清潔,1599,家必潔,0,,,,,,,未提供,2020,1
20022600017,email,未提供,37,巨蟹座,高雄市,0,1,2020/2/26,冬,分離/吊隱式冷氣清洗保養+醫療級消毒,冷氣清潔,3900,家必潔,0,,,,,,,"(36.0, 42.0]",2020,1
20022500037,FB,未提供,42,處女座,台北市,0,1,2020/2/26,冬,【水電服務】衛浴設備安裝(可代工安裝),水電服務,1400,合邦商,0,,,,,,,"(36.0, 42.0]",2020,1
20022600018,FB,未提供,0,未提供,嘉義縣,0,1,2020/2/26,冬,床墊精油清洗除污漬,床墊清洗,3500,王文勳,0,,,,,,,未提供,2020,1
20022600020,FB,未提供,33,獅子座,彰化縣,0,1,2020/2/26,冬,分離/吊隱式冷氣清洗保養+醫療級消毒,冷氣清潔,1999,家必潔,0,,,,,,,"(30.0, 36.0]",2020,0
20022500022,FB,未提供,29,雙子座,桃園市,0,1,2020/2/26,冬,水管清洗,水塔、水管,6980,家必潔,0,,,,,,,"(24.0, 30.0]",2020,1
19062400028,FB,未提供,37,牡羊座,高雄市,0,1,2020/2/26,冬,分離/吊隱式冷氣清洗保養+醫療級消毒,冷氣清潔,8699,家必潔,0,,,,,,,"(36.0, 42.0]",2020,1
20022600025,email,未提供,38,雙子座,高雄市,0,1,2020/2/26,冬,行李箱維修-到府收送,行李箱維修,1100,英輝皮,0,,,,,,,"(36.0, 42.0]",2020,0
20012800018,FB,未提供,37,處女座,台中市,0,2,2020/2/26,冬,床墊精油清洗除污漬,床墊清洗,6400,王文勳,1,35.0,2020/3/31,床墊精油清洗除污漬,床墊清洗,3200.0,包美滿行,"(36.0, 42.0]",2020,1
20022200043,FB,未提供,0,未提供,台北市,0,2,2020/2/26,冬,室內空間消毒(防疫級空間淨化技術),除?消毒,2999,佳迪恩,0,,,,,,,未提供,2020,0
20022600021,email,未提供,42,射手座,台北市,0,1,2020/2/26,冬,冷氣清洗保養+高溫蒸氣殺菌處理,冷氣清潔,5997,快速潔,0,,,,,,,"(36.0, 42.0]",2020,1
20022300053,FB,未提供,32,雙子座,高雄市,0,1,2020/2/26,冬,床墊精油清洗除污漬,床墊清洗,1800,家家淨,0,,,,,,,"(30.0, 36.0]",2020,1
20022600028,FB,未提供,31,水瓶座,新北市,0,1,2020/2/26,冬,水管清洗,水塔、水管,3800,快速潔,0,,,,,,,"(30.0, 36.0]",2020,0
20022600032,FB,未提供,37,獅子座,新北市,0,1,2020/2/26,冬,洗衣機清洗+醫療級消毒+紫外線殺菌(滾筒/直立),洗衣機清潔,1599,快速潔,0,,,,,,,"(36.0, 42.0]",2020,1
20022500028,email,未提供,64,雙子座,台北市,0,2,2020/2/26,冬,搬家服務(全自助/一般),搬家服務,7000,小紅帽,0,,,,,,,"(60.0, 66.0]",2020,0
20022600039,email,未提供,57,獅子座,台北市,0,2,2020/2/26,冬,分離/吊隱式冷氣清洗保養+醫療級消毒,冷氣清潔,5899,家必潔,1,16.0,2020/3/13,分離/吊隱式冷氣清洗保養+醫療級消毒,冷氣清潔,5500.0,家必潔有限公司,"(54.0, 60.0]",2020,1
20022300019,email,未提供,28,處女座,新北市,0,1,2020/2/26,冬,居家清潔四小時(台中以北),大掃除、居家清潔,1800,家必潔,0,,,,,,,"(24.0, 30.0]",2020,0
20022600010,email,未提供,0,未提供,台北市,0,1,2020/2/26,冬,洗衣機清洗+醫療級消毒+紫外線殺菌(滾筒/直立),洗衣機清潔,1599,家必潔,0,,,,,,,未提供,2020,0
18010400024,FB,未提供,42,雙子座,台北市,0,2,2020/2/26,冬,大掃除清潔服務(限桃園以北地區),大掃除、居家清潔,6500,家必潔,0,,,,,,,"(36.0, 42.0]",2020,1
20022600044,FB,未提供,22,水瓶座,苗栗縣,0,1,2020/2/26,冬,床墊精油清洗除污漬,床墊清洗,2800,王文勳,0,,,,,,,"(18.0, 24.0]",2020,0
20022600030,FB,未提供,36,摩羯座,台北市,0,1,2020/2/26,冬,分離/吊隱式冷氣清洗保養+醫療級消毒,冷氣清潔,3900,家必潔,0,,,,,,,"(30.0, 36.0]",2020,1
20022600047,FB,未提供,29,天秤座,高雄市,0,2,2020/2/26,冬,床墊精油清洗除污漬,床墊清洗,3200,家家淨,0,,,,,,,"(24.0, 30.0]",2020,1
20022600011,FB,未提供,0,未提供,台北市,0,1,2020/2/26,冬,床墊精油清洗除污漬,床墊清洗,3699,三贏實,0,,,,,,,未提供,2020,0
20010500010,FB,未提供,27,獅子座,台中市,0,2,2020/2/26,冬,分離/吊隱式冷氣清洗保養+醫療級消毒,冷氣清潔,3900,這對寶,1,21.0,2020/3/18,分離/吊隱式冷氣清洗保養+醫療級消毒,冷氣清潔,1799.0,這對寶貝企業社,"(24.0, 30.0]",2020,1
20022600049,email,未提供,0,未提供,台北市,0,1,2020/2/26,冬,水塔清洗,水塔、水管,2500,傑康清,0,,,,,,,未提供,2020,0
20022600053,email,未提供,37,雙子座,台北市,0,1,2020/2/26,冬,分離/吊隱式冷氣清洗保養+醫療級消毒,冷氣清潔,2999,家必潔,0,,,,,,,"(36.0, 42.0]",2020,1
20022600055,email,男,49,巨蟹座,新竹縣,0,1,2020/2/26,冬,洗衣機清洗+醫療級消毒+紫外線殺菌(滾筒/直立),洗衣機清潔,1599,家必潔,0,,,,,,,"(48.0, 54.0]",2020,0
20022700009,FB,未提供,38,獅子座,基隆市,0,1,2020/2/27,冬,床墊精油清洗除污漬,床墊清洗,2800,三贏實,0,,,,,,,"(36.0, 42.0]",2020,0
20022700014,FB,未提供,26,獅子座,台中市,0,1,2020/2/27,冬,床墊精油清洗除污漬,床墊清洗,2800,王文勳,0,,,,,,,"(24.0, 30.0]",2020,0
20022700017,email,未提供,39,摩羯座,雲林縣,0,2,2020/2/27,冬,行李箱維修-到府收送,行李箱維修,1100,亞商傲,0,,,,,,,"(36.0, 42.0]",2020,1
20021400002,email,未提供,51,摩羯座,台北市,0,5,2020/2/27,冬,床墊精油清洗除污漬,床墊清洗,5800,三贏實,1,23.0,2020/3/21,床墊精油清洗除污漬,床墊清洗,15000.0,三贏實業,"(48.0, 54.0]",2020,0
20022700021,FB,未提供,35,巨蟹座,新北市,0,1,2020/2/27,冬,分離/吊隱式冷氣清洗保養+醫療級消毒,冷氣清潔,3900,快速潔,0,,,,,,,"(30.0, 36.0]",2020,1
20022700013,email,未提供,40,射手座,台北市,0,1,2020/2/27,冬,床墊精油清洗除污漬,床墊清洗,3200,三贏實,0,,,,,,,"(36.0, 42.0]",2020,0
20022700022,FB,未提供,0,未提供,台南市,0,1,2020/2/27,冬,冷氣清洗保養+高溫蒸氣殺菌處理,冷氣清潔,2199,好家在,0,,,,,,,未提供,2020,0
20022700015,email,未提供,35,牡羊座,新北市,0,1,2020/2/27,冬,布沙發清潔,沙發清潔,4200,綠力潔,0,,,,,,,"(30.0, 36.0]",2020,0
20022700020,email,未提供,0,未提供,新北市,0,1,2020/2/27,冬,水塔清洗,水塔、水管,2500,傑康清,0,,,,,,,未提供,2020,0
20022700024,email,男,52,巨蟹座,高雄市,0,1,2020/2/27,冬,分離/吊隱式冷氣清洗保養+醫療級消毒,冷氣清潔,1999,家必潔,0,,,,,,,"(48.0, 54.0]",2020,0
20021600018,email,未提供,0,未提供,台北市,0,1,2020/2/27,冬,分離/吊隱式冷氣清洗保養+醫療級消毒,冷氣清潔,3900,家必潔,0,,,,,,,未提供,2020,0
20022700027,FB,未提供,0,未提供,新北市,0,1,2020/2/27,冬,分離/吊隱式冷氣清洗保養+醫療級消毒,冷氣清潔,5699,快速潔,0,,,,,,,未提供,2020,0
20022700029,email,未提供,51,巨蟹座,新北市,0,1,2020/2/27,冬,洗衣機清洗+醫療級消毒+紫外線殺菌(滾筒/直立),洗衣機清潔,1599,快速潔,0,,,,,,,"(48.0, 54.0]",2020,0
20022700030,FB,未提供,48,摩羯座,台南市,0,1,2020/2/27,冬,床墊精油清洗除污漬,床墊清洗,3200,家家淨,0,,,,,,,"(42.0, 48.0]",2020,1
20022700034,FB,未提供,0,未提供,台北市,0,1,2020/2/27,冬,【棉被送洗】不限尺寸單件到府收送 (再升級洗黃斑+真空壓縮),送洗類,600,亮麗專,0,,,,,,,未提供,2020,1
20020500063,email,未提供,39,金牛座,彰化縣,0,1,2020/2/27,冬,洗衣機清洗+醫療級消毒+紫外線殺菌(滾筒/直立),洗衣機清潔,1599,家必潔,0,,,,,,,"(36.0, 42.0]",2020,1
20022800001,FB,未提供,43,獅子座,台中市,0,2,2020/2/28,冬,洗衣機清洗+醫療級消毒+紫外線殺菌(滾筒/直立),洗衣機清潔,1599,這對寶,1,30.0,2020/3/28,分離/吊隱式冷氣清洗保養+醫療級消毒,冷氣清潔,4400.0,這對寶貝企業社,"(42.0, 48.0]",2020,1
20022700031,email,未提供,46,金牛座,台北市,0,1,2020/2/28,冬,洗衣機清洗+醫療級消毒+紫外線殺菌(滾筒/直立),洗衣機清潔,1599,快速潔,0,,,,,,,"(42.0, 48.0]",2020,1
20022800012,FB,未提供,0,未提供,新北市,0,1,2020/2/28,冬,洗衣機清洗+醫療級消毒+紫外線殺菌(滾筒/直立),洗衣機清潔,1599,快速潔,0,,,,,,,未提供,2020,0
20022700038,FB,未提供,41,天秤座,新北市,0,1,2020/2/28,冬,洗衣機清洗+醫療級消毒+紫外線殺菌(滾筒/直立),洗衣機清潔,3699,快速潔,0,,,,,,,"(36.0, 42.0]",2020,0
20022300005,FB,未提供,0,未提供,桃園市,0,1,2020/2/28,冬,水管清洗,水塔、水管,3800,家必潔,0,,,,,,,未提供,2020,1
20022800015,FB,未提供,0,未提供,新北市,0,2,2020/2/28,冬,分離/吊隱式冷氣清洗保養+醫療級消毒,冷氣清潔,13999,冠瑋專,0,,,,,,,未提供,2020,1
20022700039,FB,未提供,29,雙子座,台中市,0,1,2020/2/28,冬,分離/吊隱式冷氣清洗保養+醫療級消毒,冷氣清潔,1999,這對寶,0,,,,,,,"(24.0, 30.0]",2020,0
20022800013,email,未提供,41,摩羯座,新竹縣,0,1,2020/2/28,冬,【棉被送洗】不限尺寸單件到府收送 (再升級洗黃斑+真空壓縮),送洗類,600,亮麗專,0,,,,,,,"(36.0, 42.0]",2020,0
20022800019,FB,未提供,36,雙子座,桃園市,0,1,2020/2/28,冬,分離/吊隱式冷氣清洗保養+醫療級消毒,冷氣清潔,3900,快速潔,0,,,,,,,"(30.0, 36.0]",2020,1
20022800005,email,男,34,雙子座,新竹市,0,1,2020/2/28,冬,水管清洗,水塔、水管,5000,家必潔,0,,,,,,,"(30.0, 36.0]",2020,1
20022800021,FB,未提供,32,牡羊座,高雄市,0,1,2020/2/28,冬,布沙發清潔,沙發清潔,4800,家家淨,0,,,,,,,"(30.0, 36.0]",2020,0
20022200020,email,未提供,35,水瓶座,新北市,0,1,2020/2/28,冬,浴室精緻清潔+全室高溫蒸氣殺菌 (台北、新北、台南、高雄地區),浴室清潔,3199,三贏實,0,,,,,,,"(30.0, 36.0]",2020,1
20020400035,FB,男,48,牡羊座,高雄市,0,2,2020/2/28,冬,分離/吊隱式冷氣清洗保養+醫療級消毒,冷氣清潔,5699,家必潔,1,1.0,2020/2/28,洗衣機清洗+醫療級消毒+紫外線殺菌(滾筒/直立),洗衣機清潔,1799.0,家必潔有限公司,"(42.0, 48.0]",2020,1
20022800029,FB,未提供,0,未提供,台南市,0,1,2020/2/28,冬,洗衣機清洗+醫療級消毒+紫外線殺菌(滾筒/直立),洗衣機清潔,1599,家必潔,0,,,,,,,未提供,2020,0
20022800031,FB,未提供,38,摩羯座,雲林縣,0,1,2020/2/28,冬,分離/吊隱式冷氣清洗保養+醫療級消毒,冷氣清潔,1999,家必潔,0,,,,,,,"(36.0, 42.0]",2020,0
20022800003,FB,女,44,雙子座,新北市,0,1,2020/2/28,冬,冷氣清洗保養+高溫蒸氣殺菌處理,冷氣清潔,8899,快速潔,0,,,,,,,"(42.0, 48.0]",2020,0
20022800033,email,未提供,45,牡羊座,新北市,0,1,2020/2/28,冬,洗衣機清洗+醫療級消毒+紫外線殺菌(滾筒/直立),洗衣機清潔,1599,快速潔,0,,,,,,,"(42.0, 48.0]",2020,1
20022800020,FB,未提供,37,射手座,基隆市,0,1,2020/2/28,冬,洗衣機清洗+醫療級消毒+紫外線殺菌(滾筒/直立),洗衣機清潔,1599,快速潔,0,,,,,,,"(36.0, 42.0]",2020,1
20022800032,email,未提供,30,天蠍座,高雄市,0,1,2020/2/28,冬,洗衣機清洗+醫療級消毒+紫外線殺菌(滾筒/直立),洗衣機清潔,1599,快速潔,0,,,,,,,"(24.0, 30.0]",2020,0
20021900044,FB,未提供,44,雙魚座,桃園市,0,2,2020/2/28,冬,洗衣機清洗+醫療級消毒+紫外線殺菌(滾筒/直立),洗衣機清潔,1599,快速潔,0,,,,,,,"(42.0, 48.0]",2020,1
20022900003,FB,未提供,39,水瓶座,台中市,0,2,2020/2/29,冬,床墊精油清洗除污漬,床墊清洗,3200,王文勳,1,15.0,2020/3/14,布沙發清潔,沙發清潔,4200.0,采宏專業清潔企業社,"(36.0, 42.0]",2020,0
20022900007,email,未提供,39,射手座,雲林縣,0,1,2020/2/29,冬,安全座椅送洗,送洗類,1500,采宏專,0,,,,,,,"(36.0, 42.0]",2020,0
20022900011,email,未提供,0,未提供,台北市,0,1,2020/2/29,冬,分離/吊隱式冷氣清洗保養+醫療級消毒,冷氣清潔,3900,快速潔,0,,,,,,,未提供,2020,0
20022400032,FB,未提供,0,未提供,台北市,0,1,2020/2/29,冬,行李箱維修-到府收送,行李箱維修,600,亞商傲,0,,,,,,,未提供,2020,1
20022900015,email,未提供,25,雙魚座,桃園市,0,1,2020/2/29,冬,分離/吊隱式冷氣清洗保養+醫療級消毒,冷氣清潔,5699,快速潔,0,,,,,,,"(24.0, 30.0]",2020,1
20022900017,FB,未提供,0,未提供,高雄市,0,1,2020/2/29,冬,床墊精油清洗除污漬,床墊清洗,3899,家家淨,0,,,,,,,未提供,2020,1
20022800004,FB,未提供,43,射手座,桃園市,0,1,2020/2/29,冬,床墊精油清洗除污漬,床墊清洗,3899,三贏實,0,,,,,,,"(42.0, 48.0]",2020,0
20022600004,FB,未提供,0,未提供,新竹縣,0,1,2020/2/29,冬,洗衣機清洗+醫療級消毒+紫外線殺菌(滾筒/直立),洗衣機清潔,1599,家必潔,0,,,,,,,未提供,2020,1
20022900032,email,未提供,49,處女座,台北市,0,1,2020/2/29,冬,水管清洗,水塔、水管,3800,快速潔,0,,,,,,,"(48.0, 54.0]",2020,0
20022900033,FB,未提供,0,未提供,高雄市,0,1,2020/2/29,冬,分離/吊隱式冷氣清洗保養+醫療級消毒,冷氣清潔,5699,家必潔,0,,,,,,,未提供,2020,1
20022900016,email,未提供,0,未提供,台北市,0,1,2020/2/29,冬,水管清洗,水塔、水管,5000,家必潔,0,,,,,,,未提供,2020,1
20022900035,email,未提供,0,未提供,台北市,0,1,2020/2/29,冬,【棉被送洗】不限尺寸單件到府收送 (再升級洗黃斑+真空壓縮),送洗類,600,亮麗專,0,,,,,,,未提供,2020,1
20022800025,email,未提供,39,處女座,台北市,0,1,2020/2/29,冬,居家清潔四小時(台中以北),大掃除、居家清潔,2000,家必潔,0,,,,,,,"(36.0, 42.0]",2020,0
20022900012,FB,未提供,41,處女座,台中市,0,1,2020/2/29,冬,洗衣機清洗+醫療級消毒+紫外線殺菌(滾筒/直立),洗衣機清潔,1599,這對寶,0,,,,,,,"(36.0, 42.0]",2020,1
20022400005,FB,未提供,46,天秤座,桃園市,0,1,2020/2/29,冬,家庭除?方案,除?消毒,3500,三贏實,0,,,,,,,"(42.0, 48.0]",2020,1
20022900038,email,未提供,0,未提供,台北市,0,1,2020/2/29,冬,洗衣機清洗+醫療級消毒+紫外線殺菌(滾筒/直立),洗衣機清潔,3499,家必潔,0,,,,,,,未提供,2020,0
20022900039,email,未提供,36,摩羯座,台北市,0,1,2020/2/29,冬,洗衣機清洗+醫療級消毒+紫外線殺菌(滾筒/直立),洗衣機清潔,1599,家必潔,0,,,,,,,"(30.0, 36.0]",2020,0
20022900040,FB,男,30,天秤座,桃園市,0,1,2020/2/29,冬,洗衣機清洗+醫療級消毒+紫外線殺菌(滾筒/直立),洗衣機清潔,1599,快速潔,0,,,,,,,"(24.0, 30.0]",2020,0
20022900043,email,未提供,37,天秤座,新北市,0,1,2020/2/29,冬,分離/吊隱式冷氣清洗保養+醫療級消毒,冷氣清潔,3900,冠瑋專,0,,,,,,,"(36.0, 42.0]",2020,1
20022900044,email,未提供,33,牡羊座,台北市,0,1,2020/2/29,冬,分離/吊隱式冷氣清洗保養+醫療級消毒,冷氣清潔,3900,快速潔,0,,,,,,,"(30.0, 36.0]",2020,1
20022900028,email,女,41,天蠍座,新北市,0,1,2020/3/1,春,床墊精油清洗除污漬,床墊清洗,3200,三贏實,0,,,,,,,"(36.0, 42.0]",2020,1
20030100005,email,未提供,32,射手座,新北市,0,1,2020/3/1,春,冷氣清洗保養+高溫蒸氣殺菌處理,冷氣清潔,6497,冠瑋專,0,,,,,,,"(30.0, 36.0]",2020,1
20022200013,FB,未提供,42,射手座,屏東縣,0,1,2020/3/1,春,分離/吊隱式冷氣清洗保養+醫療級消毒,冷氣清潔,3900,家必潔,0,,,,,,,"(36.0, 42.0]",2020,0
20030100012,FB,未提供,40,水瓶座,新北市,0,3,2020/3/1,春,行李箱維修-到府收送,行李箱維修,550,亞商傲,0,,,,,,,"(36.0, 42.0]",2020,1
20022500043,email,未提供,22,水瓶座,新北市,0,1,2020/3/1,春,床墊精油清洗除污漬,床墊清洗,4398,三贏實,0,,,,,,,"(18.0, 24.0]",2020,0
20022700036,FB,未提供,0,未提供,高雄市,0,1,2020/3/1,春,分離/吊隱式冷氣清洗保養+醫療級消毒,冷氣清潔,5699,家必潔,0,,,,,,,未提供,2020,1
20030100013,FB,未提供,0,未提供,新北市,0,1,2020/3/1,春,洗衣機清洗+醫療級消毒+紫外線殺菌(滾筒/直立),洗衣機清潔,1599,快速潔,0,,,,,,,未提供,2020,0
20030100022,email,未提供,42,金牛座,台南市,0,1,2020/3/1,春,分離/吊隱式冷氣清洗保養+醫療級消毒,冷氣清潔,7399,家必潔,0,,,,,,,"(36.0, 42.0]",2020,0
20030100023,email,未提供,52,射手座,台北市,0,1,2020/3/1,春,【棉被送洗】不限尺寸單件到府收送 (再升級洗黃斑+真空壓縮),送洗類,600,亮麗專,0,,,,,,,"(48.0, 54.0]",2020,1
20030100024,FB,未提供,29,天蠍座,新北市,0,2,2020/3/1,春,床墊精油清洗除污漬,床墊清洗,4099,三贏實,1,22.0,2020/3/23,床墊精油清洗除污漬,床墊清洗,6600.0,三贏實業,"(24.0, 30.0]",2020,1
20030100026,FB,未提供,36,水瓶座,台北市,0,1,2020/3/1,春,【棉被送洗】不限尺寸單件到府收送 (再升級洗黃斑+真空壓縮),送洗類,600,亮麗專,0,,,,,,,"(30.0, 36.0]",2020,1
20030100029,FB,未提供,34,處女座,新北市,0,1,2020/3/1,春,床墊精油清洗除污漬,床墊清洗,3200,三贏實,0,,,,,,,"(30.0, 36.0]",2020,1
20030100009,FB,未提供,37,摩羯座,台中市,0,1,2020/3/1,春,分離/吊隱式冷氣清洗保養+醫療級消毒,冷氣清潔,1999,這對寶,0,,,,,,,"(36.0, 42.0]",2020,0
20030100003,FB,未提供,0,未提供,新竹縣,0,1,2020/3/2,春,分離/吊隱式冷氣清洗保養+醫療級消毒,冷氣清潔,7399,家必潔,0,,,,,,,未提供,2020,0
20030200008,email,未提供,52,獅子座,高雄市,0,2,2020/3/2,春,行李箱維修-到府收送,行李箱維修,2800,英輝皮,0,,,,,,,"(48.0, 54.0]",2020,0
20030200012,email,未提供,41,水瓶座,台中市,0,1,2020/3/2,春,床墊精油清洗除污漬,床墊清洗,3200,王文勳,0,,,,,,,"(36.0, 42.0]",2020,0
20030200013,email,未提供,34,天蠍座,桃園市,0,1,2020/3/2,春,洗衣機清洗+醫療級消毒+紫外線殺菌(滾筒/直立),洗衣機清潔,3298,家必潔,0,,,,,,,"(30.0, 36.0]",2020,0
20030200015,email,男,51,雙子座,新北市,0,2,2020/3/2,春,分離/吊隱式冷氣清洗保養+醫療級消毒,冷氣清潔,7199,快速潔,0,,,,,,,"(48.0, 54.0]",2020,0
20030200011,email,女,40,天蠍座,台北市,0,2,2020/3/2,春,【送基本安裝】LED調光吸頂燈,修繕安裝,3980,合邦商,1,16.0,2020/3/18,【水電服務】燈具安裝 (可代工安裝),水電服務,700.0,合邦商網股份有限公司,"(36.0, 42.0]",2020,0
19061000033,email,未提供,37,雙子座,台北市,0,1,2020/3/2,春,液晶電視-壁掛安裝施工服務(含壁掛架),修繕安裝,1680,合邦商,0,,,,,,,"(36.0, 42.0]",2020,1
20030200020,FB,未提供,0,未提供,台北市,0,1,2020/3/2,春,大掃除清潔服務(限桃園以北地區),大掃除、居家清潔,4500,家必潔,0,,,,,,,未提供,2020,0
20030200019,email,未提供,41,射手座,新竹市,0,1,2020/3/2,春,安全座椅送洗,送洗類,1500,采宏專,0,,,,,,,"(36.0, 42.0]",2020,0
20030200022,email,未提供,47,雙子座,新北市,0,2,2020/3/2,春,分離/吊隱式冷氣清洗保養+醫療級消毒,冷氣清潔,8999,冠瑋專,0,,,,,,,"(42.0, 48.0]",2020,1
20030200025,FB,未提供,45,射手座,新北市,0,2,2020/3/2,春,冷氣清洗保養+高溫蒸氣殺菌處理,冷氣清潔,8399,冠瑋專,0,,,,,,,"(42.0, 48.0]",2020,0
20030200023,email,未提供,0,未提供,台北市,0,1,2020/3/2,春,床墊精油清洗除污漬,床墊清洗,3899,三贏實,0,,,,,,,未提供,2020,1
20030200026,email,未提供,62,牡羊座,台北市,0,1,2020/3/2,春,床墊精油清洗除污漬,床墊清洗,2400,三贏實,0,,,,,,,"(60.0, 66.0]",2020,1
20030100015,FB,未提供,54,水瓶座,台北市,0,1,2020/3/2,春,【水電服務】衛浴設備安裝(可代工安裝),水電服務,1000,合邦商,0,,,,,,,"(48.0, 54.0]",2020,0
20030200027,email,未提供,39,處女座,台北市,0,1,2020/3/2,春,分離/吊隱式冷氣清洗保養+醫療級消毒,冷氣清潔,2499,冠瑋專,0,,,,,,,"(36.0, 42.0]",2020,1
20030200030,email,未提供,34,射手座,台北市,0,1,2020/3/2,春,廚房清潔(抽油煙機深度清潔)+牆面 、瓦斯爐、流理台面，洗手槽清潔,廚房清潔,2499,家必潔,0,,,,,,,"(30.0, 36.0]",2020,1
20030200032,FB,未提供,34,雙魚座,高雄市,0,1,2020/3/2,春,冷氣清洗保養+高溫蒸氣殺菌處理,冷氣清潔,1999,好家在,0,,,,,,,"(30.0, 36.0]",2020,0
20030200007,FB,未提供,26,獅子座,高雄市,0,1,2020/3/2,春,床墊精油清洗除污漬,床墊清洗,3899,家家淨,0,,,,,,,"(24.0, 30.0]",2020,0
20030200035,FB,未提供,42,雙魚座,台北市,0,1,2020/3/2,春,水管清洗,水塔、水管,4600,快速潔,0,,,,,,,"(36.0, 42.0]",2020,0
20030200039,email,未提供,0,未提供,新北市,0,2,2020/3/2,春,行李箱維修-到府收送,行李箱維修,2800,英輝皮,1,24.0,2020/3/26,【玩偶送洗】不限尺寸單件到府收送 ,送洗類,500.0,亮麗專業洗衣有限公司,未提供,2020,0
20030200040,FB,未提供,32,金牛座,台北市,0,1,2020/3/2,春,洗衣機清洗+醫療級消毒+紫外線殺菌(滾筒/直立),洗衣機清潔,1799,快速潔,0,,,,,,,"(30.0, 36.0]",2020,0
20030200041,email,未提供,35,牡羊座,新竹市,0,1,2020/3/2,春,洗衣機清洗+醫療級消毒+紫外線殺菌(滾筒/直立),洗衣機清潔,1799,家必潔,0,,,,,,,"(30.0, 36.0]",2020,0
20030200045,email,未提供,49,雙魚座,台北市,0,1,2020/3/2,春,搬家服務(全自助/一般),搬家服務,2800,小紅帽,0,,,,,,,"(48.0, 54.0]",2020,0
18072700029,email,未提供,49,牡羊座,台北市,0,1,2020/3/3,春,洗衣機清洗+醫療級消毒+紫外線殺菌(滾筒/直立),洗衣機清潔,3899,快速潔,0,,,,,,,"(48.0, 54.0]",2020,0
20022700006,FB,未提供,35,雙魚座,台北市,0,4,2020/3/3,春,SPC礦石地板鋪設（防水卡扣式）,地板油漆,14780,說事實,1,3.0,2020/3/5,冷氣清洗保養+高溫蒸氣殺菌處理,冷氣清潔,1899.0,冠瑋專業清潔企業社,"(30.0, 36.0]",2020,1
20022200039,email,未提供,56,雙子座,台北市,0,1,2020/3/3,春,洗衣機清洗+醫療級消毒+紫外線殺菌(滾筒/直立),洗衣機清潔,2999,快速潔,0,,,,,,,"(54.0, 60.0]",2020,1
20030300011,email,未提供,36,雙魚座,台北市,0,1,2020/3/3,春,冷氣清洗保養+高溫蒸氣殺菌處理,冷氣清潔,3900,快速潔,0,,,,,,,"(30.0, 36.0]",2020,0
20021700015,FB,未提供,0,未提供,台北市,0,2,2020/3/3,春,【水電服務】燈具安裝 (可代工安裝),水電服務,8000,合邦商,0,,,,,,,未提供,2020,1
20030200016,FB,未提供,36,雙子座,宜蘭縣,0,1,2020/3/3,春,行李箱維修-到府收送,行李箱維修,4500,英輝皮,0,,,,,,,"(30.0, 36.0]",2020,0
20030300012,email,女,39,金牛座,新北市,0,1,2020/3/3,春,行李箱維修-到府收送,行李箱維修,550,亞商傲,0,,,,,,,"(36.0, 42.0]",2020,1
20030300017,email,未提供,51,水瓶座,台北市,0,1,2020/3/3,春,浴室精緻清潔+全室高溫蒸氣殺菌 (台北、新北、台南、高雄地區),浴室清潔,4199,三贏實,0,,,,,,,"(48.0, 54.0]",2020,1
20030200044,email,未提供,40,獅子座,新北市,0,1,2020/3/3,春,床墊精油清洗除污漬,床墊清洗,3200,王文勳,0,,,,,,,"(36.0, 42.0]",2020,1
20030300020,FB,未提供,0,未提供,新北市,0,1,2020/3/3,春,冷氣清洗保養+高溫蒸氣殺菌處理,冷氣清潔,3900,快速潔,0,,,,,,,未提供,2020,0
20030300013,email,未提供,56,射手座,台北市,0,2,2020/3/3,春,冷氣清洗保養+高溫蒸氣殺菌處理,冷氣清潔,2499,冠瑋專,0,,,,,,,"(54.0, 60.0]",2020,1
20022600026,email,未提供,43,摩羯座,台北市,0,1,2020/3/3,春,床墊精油清洗除污漬,床墊清洗,3200,三贏實,0,,,,,,,"(42.0, 48.0]",2020,0
20030200024,email,未提供,38,雙子座,新北市,0,1,2020/3/3,春,水管清洗,水塔、水管,4600,家必潔,0,,,,,,,"(36.0, 42.0]",2020,0
20030300028,email,未提供,59,射手座,台中市,0,1,2020/3/3,春,地毯清洗,地毯清洗,2500,王文勳,0,,,,,,,"(54.0, 60.0]",2020,0
